iter	Quantile:alpha=0.95
176	0.02972174045
177	0.02964016816
178	0.02957163968
179	0.02947556712
180	0.0293561533
181	0.02927894544
182	0.02922678007
183	0.02914963551
184	0.02908831946
185	0.02901929492
186	0.02897805791
187	0.02890614762
188	0.02884603164
189	0.02879644077
190	0.02873915679
191	0.02865850472
192	0.02860457846
193	0.02852606682
194	0.0284573372
195	0.02839553826
196	0.02834535476
197	0.02831084984
198	0.02825794242
199	0.02820356044
200	0.02814340401
201	0.02808985235
202	0.0280417893
203	0.0279966942
204	0.02793267858
205	0.02790048191
206	0.0278662518
207	0.02781773664
208	0.02776532707
209	0.0277352567
210	0.02765747644
211	0.02758680456
212	0.0275305478
213	0.02749628944
214	0.02745841516
215	0.02740782429
216	0.02735722918
217	0.02730153567
218	0.02726491992
219	0.02721430959
220	0.02717148476
221	0.02714194286
222	0.02709353189
223	0.02705032884
224	0.02701304952
225	0.02697289332
226	0.02692771744
227	0.02690204574
228	0.02684792766
229	0.0268027101
230	0.02676596341
231	0.02672550487
232	0.02669107507
233	0.02664631707
234	0.02661144539
235	0.02658992765
236	0.02656136951
237	0.02652260095
238	0.02649454726
239	0.0264635774
240	0.02643153923
241	0.02641495226
242	0.02636613039
243	0.02633991461
244	0.02632797809
245	0.02628106351
246	0.02625618817
247	0.02620414083
248	0.02615706074
249	0.02610383325
250	0.02605651178
251	0.02601949468
252	0.02599873666
253	0.02595662287
254	0.02592401481
255	0.02588893904
256	0.0258689672
257	0.02583397248
258	0.02579739291
259	0.0257683699
260	0.02575706732
261	0.0257367722
262	0.02570258627
263	0.02567823702
264	0.02565731868
265	0.02561591571
266	0.02558223352
267	0.02555640494
268	0.0255375693
269	0.02551330237
270	0.02546618461
271	0.02543112838
272	0.02539526152
273	0.0253790715
274	0.02536554772
275	0.02531900885
276	0.0252886903
277	0.02526192464
278	0.02524884492
279	0.02522341997
280	0.02520929751
281	0.02518716763
282	0.02516904923
283	0.02514150312
284	0.02513055953
285	0.02511680772
286	0.02507226736
287	0.02504930055
288	0.02503076789
289	0.02500657327
290	0.02498172789
291	0.02495843257
292	0.02495099112
293	0.02494053274
294	0.02491390006
295	0.02489948165
296	0.02488295809
297	0.02486702408
298	0.02484568571
299	0.02483174306
300	0.02480863796
301	0.02479195846
302	0.02476669629
303	0.02475033801
304	0.0247232214
305	0.02471471025
306	0.02469075907
307	0.02466238737
308	0.02464135281
309	0.02462287375
310	0.0246117661
311	0.02458030137
312	0.02456560721
313	0.02454482311
314	0.02452822948
315	0.02450146827
316	0.02449313264
317	0.02445821348
318	0.02445297409
319	0.02442535711
320	0.02442263982
321	0.02442070359
322	0.02440564703
323	0.02438842934
324	0.02438668428
325	0.02436639345
326	0.02436298437
327	0.02434784223
328	0.0243258261
329	0.02430325673
330	0.02428099357
331	0.0242798294
332	0.02426807838
333	0.02425326148
334	0.02421451924
335	0.02420763047
336	0.02420379125
337	0.02419378576
338	0.02418442893
339	0.02416753855
340	0.02414692234
341	0.02413158901
